Team,Name,6S,A,A/90M,A/G,ABS,ACr,AFKG,AHW,AL,AOG,APKG,APL,APa,AR,ASOP,ASh,AW,BCC,BCM,BCS,BCr,BS,CC,CF,CF.1,CIB,CK,CS,CSD,CSF,CSLM,CSM,ClA,ClS,CoA,CoS,Cr,DL,DP,DPt,DW,FC,FC/G,FKG,FKM,FKS,FS,FS/G,G,G/90M,G/G,GA,GAD,GAF,GAIB,GAM,GAOB,GON,GP,GS,HB,HCA,HCS,HT,Int,IntB,L,Min,OO,Off,Off/90M,Off/G,PKA,PKD,PKF,PKG,PKGA,PKM,PKS,PL,PLC,Pa,Pc%,Pen,Player,Pos,Pt/90M,Pt/G,Pts,Pu,RC,RCR,SA,SB,SFTP,SOG,SOP,SYC,Sh,Sh/90M,Sh/G,ShA,ShA.1,ShG/90M,ShG/G,Sm,Sta,SubOff,SubOn,Sv,Sv%,SvIB,SvOB,T,TLM,Tk,TkW,W,YC
WHU,"Cresswell, Aaron",0,0,0,0,0,2,0,0,2,0,0,0,60,0,0,1,3,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,2,2,1,1,7,8,0,1,7,1,1,0,0,0,1,1,0,0,0,2,2,0,,0,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,15,15,66,90.9,0,"Cresswell, Aaron - WHU",D,0,0,0,,0,0,0,0,13,0,0,0,0,0,0,10,10,0,0,,FA,0,0,,,,,0,0,2,2,0,0
EVE,"Barkley, Ross",0,1,1,1,0,0,0,0,1,0,0,0,47,0,0,1,3,0,1,0,3,0,0,4,2,1,4,1,0,0,0,1,0,0,5,2,4,7,0,5,8,2,2,0,0,1,1,1,1,1,1,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,14,14,53,88.7,0,"Barkley, Ross - EVE",M,2,2,2,,0,0,0.7,1,18,2,0,0,3,3,3,0,17,2,2,,FA,0,0,,,,,0,0,2,0,1,1
WAT,Nyom,0,0,0,0,0,1,0,0,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,8,1,3,0,1,1,0,0,0,1,0,5,1,9,6,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,21,20,56,92.9,0,Nyom - WAT,D,0,0,0,,0,0,1,0,16,1,0,0,1,1,1,6,6,1,1,,WW,0,0,,,,,1,0,2,1,0,1
BOUR,"Surman, Andrew",0,0,0,0,0,0,0,0,5,0,0,0,58,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,2,6,2,2,0,0,0,1,1,0,0,0,1,0,0,,1,,0,1,1,1,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,15,15,68,85.3,0,"Surman, Andrew - BOUR",M,0,0,0,,0,0,0,0,14,0,0,0,0,0,0,0,18,0,0,,FA,0,0,,,,,0,0,3,2,0,0
MCI,Yaya TourÌ©,0,1,1,1,0,0,0,0,1,0,0,0,51,0,0,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,3,3,3,1,10,0,4,9,1,1,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,15,15,59,86.4,0,Yaya TourÌ© - MCI,M,1,1,1,,0,0,0.5,2,19,2,0,0,4,4,4,0,10,2,2,,FA,0,0,,,,,0,0,2,1,1,1
MCI,"Silva, David",0,2,2,2,0,1,0,0,1,0,0,0,40,0,0,3,0,1,0,0,0,0,0,4,1,0,3,1,0,0,0,1,0,0,4,3,5,18,0,5,7,5,5,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,20,20,49,81.6,0,"Silva, David - MCI",M,2,2,2,,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,,FA,0,0,,,,,0,0,2,2,1,0
BOUR,"Daniels, Charlie",0,0,0,0,0,0,0,0,2,0,0,0,28,0,0,0,0,0,0,0,0,1,0,7,2,1,0,0,0,0,0,0,2,2,3,3,7,5,0,2,11,2,2,0,0,0,2,2,0,0,0,1,1,0,,0,,0,1,1,0,,,0,2,2,1,90,,0,0,0,0,0,,0,,0,,21,21,39,71.8,0,"Daniels, Charlie - BOUR",D,0,0,0,,0,0,0,0,11,0,0,0,0,0,0,18,18,0,0,,FA,0,0,,,,,0,0,6,6,0,0
WHU,"Jenkinson, Carl",0,0,0,0,0,2,0,0,2,0,0,0,50,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,1,4,0,6,9,0,5,2,2,2,0,0,0,0,0,0,0,0,2,2,0,,0,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,20,19,58,86.2,0,"Jenkinson, Carl - WHU",D,0,0,0,,0,0,0,0,12,0,0,0,1,1,1,10,10,0,0,,FA,0,0,,,,,0,0,1,1,0,1
ARS,"Ì_zil, Mesut",0,1,1.1,1,0,3,0,0,0,0,0,0,54,0,0,5,0,1,0,0,0,0,0,7,0,0,4,0,0,0,0,0,2,2,1,0,10,3,0,2,2,2,2,0,0,0,1,1,0,0,0,1,0,0,,1,,0,1,1,0,,,0,1,0,0,83,,1,1.1,1,0,0,,0,,0,,10,10,55,98.2,0,"Ì_zil, Mesut - ARS",M,1.1,1,1,,0,0,0,0,37,0,0,0,1,1.1,1,0,8,0,0,,FA,1,0,,,,,0,0,1,1,1,0
STK,"Pieters, Erik",0,0,0,0,0,2,0,0,0,0,0,0,39,0,0,1,1,0,0,0,1,1,0,5,1,1,0,0,0,0,0,0,2,2,2,1,7,4,0,2,12,2,2,0,0,0,5,5,0,0,0,2,2,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,17,17,48,81.3,0,"Pieters, Erik - STK",D,0,0,0,,0,0,0,0,11,0,0,0,0,0,0,13,13,0,0,,FA,0,0,,,,,1,0,5,4,0,0
SWA,"Naughton, Kyle",0,0,0,0,0,0,0,0,1,0,0,0,54,0,0,2,2,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,4,2,4,2,3,4,0,4,9,1,1,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,14,12,60,90,0,"Naughton, Kyle - SWA",D,0,0,0,,0,0,1,0,12,1,0,0,1,1,1,4,4,1,1,,FA,0,0,,,,,0,0,3,3,1,1
CHE,"Matic, Nemanja",0,0,0,0,0,0,0,0,3,0,0,0,44,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,6,5,0,7,0,1,11,1,1,0,0,0,1,1,0,0,0,3,0,0,,3,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,13,12,53,83,0,"Matic, Nemanja - CHE",M,0,0,0,,0,0,0,0,19,0,0,0,1,1,1,0,18,0,0,,FA,0,0,,,,,0,0,2,2,0,0
CRY,"Puncheon, Jason",0,0,0,0,0,3,0,0,0,0,0,0,38,0,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,2,6,4,0,0,6,0,0,0,0,0,1,1,0,0,0,2,0,0,,2,,0,1,1,0,,,0,3,0,1,90,,0,0,0,0,0,,0,,0,,20,20,48,79.2,0,"Puncheon, Jason - CRY",M,0,0,0,,0,0,0.3,1,10,1,0,0,3,3,3,0,21,1,1,,FA,0,0,,,,,0,0,3,2,0,0
WAT,"Anya, Ikechi",0,0,0,0,0,2,0,0,1,0,0,0,48,0,0,3,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,2,2,0,0,4,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,4,0,0,90,,0,0,0,0,0,,0,,0,,18,18,58,82.8,0,"Anya, Ikechi - WAT",M,0,0,0,,0,0,0,0,21,0,0,0,0,0,0,6,6,0,0,,FA,0,0,,,,,1,0,2,1,0,0
CHE,"Hazard, Eden",0,0,0,0,0,1,0,0,1,0,0,0,49,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,5,0,4,7,1,1,0,0,0,3,3,0,0,0,3,0,0,,3,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,9,9,53,92.5,0,"Hazard, Eden - CHE",M,0,0,0,,0,0,1,0,33,1,0,0,1,1,1,0,18,1,1,,FA,0,0,,,,,0,0,0,0,0,1
WHU,"Noble, Mark",0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,3,0,1,6,1,1,0,0,0,4,4,0,0,0,2,0,0,,2,,0,1,1,0,,,0,1,1,1,90,,0,0,0,0,0,,0,,0,,10,10,67,88.1,0,"Noble, Mark - WHU",M,0,0,0,,0,0,0,1,19,0,0,0,1,1,1,0,10,0,0,,FA,0,0,,,,,0,0,1,1,0,0
CRY,"SouarÌ©, Pape",0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,1,0,4,1,3,0,0,0,0,0,0,8,3,2,1,5,4,0,2,4,2,2,0,0,0,1,1,0,0,0,2,2,0,,0,,0,1,1,0,,,0,2,1,1,90,,0,0,0,0,0,,0,,0,,25,20,39,69.2,0,"SouarÌ©, Pape - CRY",D,0,0,0,,0,0,0,0,7,0,0,0,0,0,0,21,21,0,0,,FA,0,0,,,,,0,0,1,1,0,0
TOT,"DembÌ©lÌ©, Mousa",0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,10,0,0,0,0,0,1,1,0,0,0,2,0,0,,2,,0,1,1,0,,,0,3,0,0,90,,0,0,0,0,0,,0,,0,,10,10,63,88.9,0,"DembÌ©lÌ©, Mousa - TOT",M,0,0,0,,0,0,0.5,1,10,1,0,0,2,2,2,0,15,1,1,,FA,0,0,,,,,1,0,5,3,0,0
ARS,"Koscielny, Laurent",0,0,0,0,0,0,0,0,2,0,0,0,53,0,0,0,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,7,5,1,1,0,2,0,0,10,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,,0,1,1,0,,,0,4,1,0,90,,0,0,0,0,0,,0,,0,,8,6,59,89.8,0,"Koscielny, Laurent - ARS",D,0,0,0,,0,0,0,1,5,0,0,0,1,1,1,11,11,0,0,,FA,0,0,,,,,0,0,2,2,1,0
ARS,"Monreal, Nacho",0,0,0,0,0,1,0,0,2,0,0,0,41,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,1,1,4,6,0,2,9,2,2,0,0,0,4,4,0,0,0,1,1,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,13,12,49,83.7,0,"Monreal, Nacho - ARS",D,0,0,0,,0,0,0,0,16,0,0,0,0,0,0,11,11,0,0,,FA,0,0,,,,,0,0,2,1,1,0
CRY,"Cabaye, Yohan",0,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0,0,0,0,1,0,0,0,5,7,0,3,6,3,3,0,0,0,2,2,0,0,0,2,0,0,,2,,0,1,1,0,,,0,7,0,1,90,,0,0,0,0,0,,0,,0,,11,10,46,95.7,0,"Cabaye, Yohan - CRY",M,0,0,0,,0,0,0.3,2,14,1,0,0,3,3,3,0,21,1,1,,FA,0,0,,,,,0,0,4,3,0,0
NOR,"Redmond, Nathan",0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,4,2,6,0,0,7,0,0,0,0,1,1,1,1,1.1,1,0,0,0,,0,,0,1,1,0,,,0,0,0,0,83,,0,0,0,0,0,,0,,0,,20,20,48,85.4,0,"Redmond, Nathan - NOR",M,1.1,1,1,,0,0,0.3,2,24,1,0,0,3,3.3,3,0,5,1.1,1,,FA,1,0,,,,,0,0,1,1,1,0
CHE,"Azpilicueta, CÌ©sar",0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,3,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,5,4,0,0,2,5,0,3,4,3,3,0,0,0,0,0,0,0,0,3,3,0,,0,,0,1,1,0,,,0,1,0,1,90,,1,1,1,0,0,,0,,0,,10,9,47,87.2,0,"Azpilicueta, CÌ©sar - CHE",D,0,0,0,,0,0,0,0,22,0,0,0,0,0,0,18,18,0,0,,FA,0,0,,,,,0,0,1,1,0,0
MCI,"Kolarov, Aleksandar",0,0,0,0,0,5,0,0,0,0,0,0,36,0,0,4,2,2,0,0,3,0,0,6,2,0,1,1,1,0,0,0,5,4,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,15,14,43,83.7,0,"Kolarov, Aleksandar - MCI",D,0,0,0,,0,0,0,0,16,0,0,0,0,0,0,10,10,0,0,,FA,0,0,,,,,0,0,1,1,1,0
MUN,"Blind, Daley",0,0,0,0,0,0,0,0,3,0,0,0,65,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,10,10,0,0,0,4,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,4,4,68,95.6,0,"Blind, Daley - MUN","D,M",0,0,0,,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,,FA,0,0,,,,,0,0,2,1,1,0
WHU,"Reid, Winston",0,0,0,0,0,0,0,0,1,0,0,0,62,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,2,0,1,6,1,1,0,0,0,1,1,0,0,0,2,2,0,,0,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,7,7,69,89.9,0,"Reid, Winston - WHU",D,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,10,10,0,0,,FA,0,0,,,,,0,0,2,2,0,0
SOU,"Fonte, Jose",0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,0,0,1,1,0,1,5,1,1,0,0,0,1,1,0,0,0,3,3,0,,0,,0,1,1,0,,,0,2,0,1,90,,0,0,0,0,0,,0,,0,,11,10,64,87.5,0,"Fonte, Jose - SOU",D,0,0,0,,0,0,0,0,12,0,0,0,0,0,0,10,10,0,0,,FA,0,0,,,,,0,0,3,2,0,0
LIV,"Lallana, Adam",0,0,0,0,0,0,0,0,1,0,0,0,37,0,0,1,1,0,0,0,0,0,0,2,1,0,2,1,0,0,0,1,4,4,4,4,2,10,0,2,12,2,2,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,14,14,44,84.1,0,"Lallana, Adam - LIV",M,0,0,0,,0,0,0,0,11,0,0,0,1,1,1,0,13,0,0,,FA,0,0,,,,,0,0,5,3,1,0
SOU,"ManÌ©, Sadio",0,0,0,0,0,0,0,0,2,0,0,0,37,0,0,2,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,3,1,5,6,0,0,4,0,0,0,0,0,2,2,0,0,0,3,0,0,,3,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,19,19,44,84.1,0,"ManÌ©, Sadio - SOU",M,0,0,0,,0,0,0.7,0,19,2,0,0,3,3,3,0,10,2,2,,FA,0,0,,,,,0,0,1,1,0,0
SOU,"Wanyama, Victor",0,0,0,0,0,0,0,0,2,0,0,0,56,0,0,1,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,2,1,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,,3,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,10,10,62,90.3,0,"Wanyama, Victor - SOU",M,0,0,0,,0,0,0,0,10,0,0,0,3,3,3,0,10,0,0,,FA,0,0,,,,,0,0,2,2,0,0
LIV,"Gomez, Joseph",0,0,0,0,0,0,0,0,2,0,0,0,50,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,5,5,1,0,0,6,0,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,12,12,56,89.3,0,"Gomez, Joseph - LIV",D,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,13,13,0,0,,FA,0,0,,,,,0,0,0,0,1,1
LIV,"Milner, James",0,0,0,0,0,0,0,0,2,0,0,0,46,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,1,0,0,3,8,0,1,5,1,1,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,13,13,51,90.2,0,"Milner, James - LIV",M,0,0,0,,0,0,0,0,19,0,0,0,2,2,2,0,13,0,0,,FA,0,0,,,,,0,0,3,2,1,0
CRY,"Ward, Joel",0,0,0,0,0,0,0,0,3,0,0,0,24,0,0,0,2,0,0,0,2,2,0,3,1,1,0,0,0,0,0,0,4,3,0,0,3,7,0,1,7,1,1,0,0,0,1,1,1,1,1,2,2,0,,0,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,15,14,32,75,0,"Ward, Joel - CRY",D,1,1,1,,0,0,1,0,6,2,0,0,2,2,2,21,21,2,2,,FA,0,0,,,,,0,0,4,4,0,0
STK,"Arnautovic, Marko",0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,1,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,3,4,4,0,2,7,2,2,0,0,1,3,3,1,1,1,2,0,0,,2,,0,1,1,0,,,0,0,0,0,89,,1,1,1,1,0,,1,,0,,16,16,42,83.3,0,"Arnautovic, Marko - STK",F,1,1,1,,0,0,0.5,0,17,2,0,0,4,4,4,0,13,2,2,,FA,1,0,,,,,1,0,1,0,0,0
BOUR,"Ritchie, Matt",0,0,0,0,0,1,0,0,1,0,0,0,28,0,0,2,0,0,0,0,0,0,0,6,2,1,3,0,0,0,0,0,2,2,2,2,7,4,0,5,5,2,2,0,0,0,1,1,0,0,0,1,0,0,,1,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,18,18,38,73.7,0,"Ritchie, Matt - BOUR",M,0,0,0,,0,0,0.2,2,12,1,1,0,5,5,5,0,18,1,1,,FA,0,0,,,,,0,0,2,2,0,1
TOT,"Dier, Eric",0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,7,3,3,0,0,0,2,2,1,1,1,2,0,0,,2,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,12,11,60,85,0,"Dier, Eric - TOT",D,1,1,1,,0,0,1,0,8,1,0,0,1,1,1,0,15,1,1,,FA,0,0,,,,,1,0,1,0,0,0
EVE,"Cleverley, Tom",0,0,0,0,0,1,0,0,1,0,0,0,33,0,0,1,1,0,1,0,0,0,0,5,0,2,5,1,0,0,0,1,3,2,0,0,6,4,0,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,0,0,0,90,,1,1,1,0,0,,0,,0,,19,18,43,76.7,0,"Cleverley, Tom - EVE",M,0,0,0,,0,0,0,1,13,0,0,0,2,2,2,0,17,0,0,,FA,0,0,,,,,0,0,2,1,1,0
NOR,"Whittaker, Steven",0,0,0,0,0,1,0,0,1,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,4,0,1,4,1,1,0,0,0,1,1,1,1,1,1,1,0,,0,,0,1,1,1,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,18,18,53,75.5,0,"Whittaker, Steven - NOR",D,1,1,1,,0,0,1,0,14,1,0,0,1,1,1,6,6,1,1,,FA,0,0,,,,,0,0,1,1,1,0
NOR,"Howson, Jonny",0,0,0,0,0,0,0,0,3,0,0,0,48,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,,1,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,10,10,57,84.2,0,"Howson, Jonny - NOR",M,0,0,0,,0,0,1,0,26,2,0,0,2,2,2,0,6,2,2,,FA,0,0,,,,,0,0,3,3,1,0
AVL,"Gueye, Idrissa",0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,7,9,4,4,0,0,0,2,2,0,0,0,1,0,0,,1,,0,1,1,0,,,0,4,0,1,90,,0,0,0,0,0,,0,,0,,14,14,55,83.6,0,"Gueye, Idrissa - AVL",M,0,0,0,,0,0,0,1,7,0,0,0,1,1,1,0,9,0,0,,FA,0,0,,,,,0,0,7,5,0,1
SUN,"Kaboul, Younes",0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,4,0,1,6,1,1,0,0,0,0,0,0,0,0,3,3,0,,0,,0,1,1,0,,,0,4,2,1,90,,0,0,0,0,0,,0,,0,,22,18,43,60.5,0,"Kaboul, Younes - SUN",D,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,18,18,0,0,,FA,0,0,,,,,0,0,5,4,0,0
