Team,Name,6S,A,A/90M,A/G,ABS,ACr,AFKG,AHW,AL,AOG,APKG,APL,APa,AR,ASOP,ASh,AW,BCC,BCM,BCS,BCr,BS,CC,CF,CF.1,CIB,CK,CS,CSD,CSF,CSLM,CSM,ClA,ClS,CoA,CoS,Cr,DL,DP,DPt,DW,FC,FC/G,FKG,FKM,FKS,FS,FS/G,G,G/90M,G/G,GA,GAD,GAF,GAIB,GAM,GAOB,GON,GP,GS,HB,HCA,HCS,HT,Int,IntB,L,Min,OO,Off,Off/90M,Off/G,PKA,PKD,PKF,PKG,PKGA,PKM,PKS,PL,PLC,Pa,Pc%,Pen,Player,Pos,Pt/90M,Pt/G,Pts,Pu,RC,RCR,SA,SB,SFTP,SOG,SOP,SYC,Sh,Sh/90M,Sh/G,ShA,ShA.1,ShG/90M,ShG/G,Sm,Sta,SubOff,SubOn,Sv,Sv%,SvIB,SvOB,T,TLM,Tk,TkW,W,YC
EVE,"Barry, Gareth",0,0,0,0,0,0,0,0,2,0,0,0,56,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,3,2,1,1,2,3,0,0,5,0,0,0,0,0,1,1,0,0,0,2,0,0,,2,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,24,23,74,75.7,0,"Barry, Gareth - EVE",M,0,0,0,,0,0,1,0,24,1,0,0,1,1,1,0,11,1,1,,FA,0,0,,,,,1,0,2,2,0,0
ARS,"Ramsey, Aaron",0,0,0,0,0,2,0,0,0,0,0,0,63,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,10,1,3,5,3,3,0,0,0,0,0,0,0,0,2,0,0,,2,,0,1,1,0,,,0,5,0,1,90,,0,0,0,0,0,,0,,0,,14,14,71,88.7,0,"Ramsey, Aaron - ARS",M,0,0,0,,0,0,0,1,27,0,0,0,2,2,2,0,8,0,0,,FA,0,0,,,,,0,0,0,0,0,0
BOUR,"Ritchie, Matt",0,0,0,0,0,1,0,0,0,0,0,0,48,0,0,1,1,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,1,1,3,0,8,8,0,1,2,1,1,0,0,0,1,1,0,0,0,1,0,0,,1,,0,1,1,0,,,0,2,0,1,90,,0,0,0,0,0,,0,,0,,27,27,61,78.7,0,"Ritchie, Matt - BOUR",M,0,0,0,,0,0,0,0,25,0,0,0,2,2,2,0,7,0,0,,FA,0,0,,,,,0,0,1,1,0,0
EVE,"Jagielka, Phil",0,0,0,0,0,0,0,0,2,0,0,0,58,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,1,0,0,6,0,0,9,0,0,0,0,0,1,1,0,0,0,2,2,0,,0,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,18,18,72,80.6,0,"Jagielka, Phil - EVE",D,0,0,0,,0,0,0,0,6,0,0,0,0,0,0,11,11,0,0,,FA,0,0,,,,,1,0,0,0,0,0
NEW,"Janmaat, Daryl",0,0,0,0,0,1,0,0,2,0,0,0,40,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,1,2,6,0,1,7,1,1,0,0,0,0,0,0,0,0,2,2,0,,0,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,28,28,60,66.7,0,"Janmaat, Daryl - NEW",D,0,0,0,,0,0,0,0,15,0,0,0,0,0,0,14,14,0,0,,FA,0,0,,,,,1,0,2,2,0,0
SWA,"Shelvey, Jonjo",0,0,0,0,0,3,0,0,0,0,0,0,52,0,0,6,0,1,0,0,0,0,0,6,2,0,8,0,0,0,0,0,2,2,3,2,9,3,0,5,3,2,2,0,0,0,0,0,0,0,0,2,0,0,,2,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,18,18,58,89.7,0,"Shelvey, Jonjo - SWA",M,0,0,0,,0,0,0,1,16,0,0,0,1,1,1,0,12,0,0,,FA,0,0,,,,,1,0,1,1,0,1
CHE,"Hazard, Eden",0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,5,1,8,0,2,8,2,2,0,0,0,3,3,0,0,0,2,0,0,,2,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,24,24,55,74.5,0,"Hazard, Eden - CHE",M,0,0,0,,0,0,1,0,27,1,0,0,1,1,1,0,17,1,1,,FA,0,0,,,,,1,0,0,0,0,0
TOT,"Alderweireld, Toby",0,0,0,0,0,0,0,0,1,0,0,0,58,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,5,2,2,1,4,0,2,4,2,2,0,0,0,0,0,0,0,0,1,1,0,,0,,0,1,1,0,,,0,6,1,1,90,,0,0,0,0,0,,0,,0,,16,14,70,82.9,0,"Alderweireld, Toby - TOT",D,0,0,0,,0,0,0.5,1,5,1,0,0,2,2,2,10,10,1,1,,FA,0,0,,,,,0,0,1,1,0,0
NOR,"Hoolahan, Wes",0,1,1,1,0,0,0,0,2,0,0,0,50,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,6,0,0,9,0,0,0,0,0,6,6,0,0,0,3,0,0,,3,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,21,21,63,79.4,0,"Hoolahan, Wes - NOR",M,1,1,1,,0,0,0,0,19,0,0,0,0,0,0,0,11,0,0,,FA,0,0,,,,,0,0,1,1,0,0
MCI,Yaya Tourթ,0,1,1.1,1,0,0,0,0,1,0,0,0,83,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,5,0,1,1,1,1,0,0,0,0,0,1,1.1,1,0,0,0,,0,,0,1,1,0,,,0,0,0,0,80,,0,0,0,0,0,,0,,0,,5,5,86,96.5,0,Yaya Tourթ - MCI,M,2.3,2,2,,0,0,0.5,1,24,1,0,0,2,2.3,2,0,6,1.1,1,,FA,1,0,,,,,0,0,0,0,1,0
SOU,"Davis, Steven",0,0,0,0,0,1,0,0,0,0,0,0,56,0,0,3,0,1,0,0,0,1,0,5,0,0,3,0,0,0,0,0,1,1,1,1,6,5,0,4,5,1,1,0,0,0,1,1,0,0,0,2,0,0,,2,,0,1,1,0,,,0,5,1,0,90,,0,0,0,0,0,,0,,0,,14,14,63,88.9,0,"Davis, Steven - SOU",M,0,0,0,,0,0,0,0,13,0,0,0,0,0,0,0,9,0,0,,FA,0,0,,,,,1,0,3,3,0,1
EVE,"Stones, John",0,0,0,0,0,0,0,0,5,0,0,0,61,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,2,2,0,,0,,0,1,1,0,,,0,4,0,0,90,,0,0,0,0,0,,0,,0,,8,8,67,91,0,"Stones, John - EVE",D,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,11,11,0,0,,FA,0,0,,,,,1,0,4,3,0,0
EVE,"Coleman, Seamus",0,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,0,0,0,0,1,0,0,8,2,1,0,0,0,0,0,0,1,0,4,3,9,3,0,4,6,1,1,0,0,0,2,2,0,0,0,2,2,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,21,20,52,84.6,0,"Coleman, Seamus - EVE",D,0,0,0,,0,0,0,0,13,0,0,0,0,0,0,11,11,0,0,,FA,0,0,,,,,1,0,1,0,0,1
EVE,"McCarthy, James",0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,5,0,1,3,1,1,0,0,0,1,1,0,0,0,2,0,0,,2,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,18,18,73,80.8,0,"McCarthy, James - EVE",M,0,0,0,,0,0,0,0,18,0,0,0,0,0,0,0,11,0,0,,FA,0,0,,,,,1,0,1,1,0,0
LIV,"Milner, James",0,0,0,0,0,3,0,0,2,0,0,0,54,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,1,1,0,3,8,0,5,6,2,2,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,12,12,63,85.7,0,"Milner, James - LIV",M,0,0,0,,0,0,0,0,18,0,0,0,0,0,0,0,7,0,0,,FA,0,0,,,,,0,0,4,2,1,1
LIV,"Henderson, Jordan",0,0,0,0,0,1,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,1,1,1,0,0,4,3,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,19,19,68,79.4,0,"Henderson, Jordan - LIV",M,0,0,0,,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,,FA,0,0,,,,,0,0,3,3,1,0
SUN,"Coates, SebastiՍn",0,0,0,0,0,0,0,0,4,0,0,0,46,0,0,0,3,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,10,0,8,6,5,5,0,0,0,1,1,0,0,0,4,4,0,,0,,0,1,1,1,,,0,3,0,1,90,,0,0,0,0,0,,0,,0,,10,9,54,85.2,0,"Coates, SebastiՍn - SUN",D,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,20,20,0,0,,FA,0,0,,,,,0,0,2,1,0,1
MCI,"Sagna, Bacary",0,0,0,0,0,0,0,0,1,0,0,0,59,0,0,1,1,0,0,0,1,0,0,3,0,2,0,1,1,0,0,0,1,0,0,0,3,2,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,3,0,0,90,,0,0,0,0,0,,0,,0,,8,7,62,95.2,0,"Sagna, Bacary - MCI",D,0,0,0,,0,0,0,0,17,0,0,0,0,0,0,9,9,0,0,,FA,0,0,,,,,0,0,2,1,1,0
AVL,"Amavi, Jordan",0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,1,0,0,0,4,3,5,4,3,4,0,2,10,2,2,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,5,1,0,90,,0,0,0,0,0,,0,,0,,19,18,42,73.8,0,"Amavi, Jordan - AVL",D,0,0,0,,0,0,0,0,6,0,0,0,0,0,0,11,11,0,0,,WW,0,0,,,,,0,0,5,4,1,0
MUN,"Shaw, Luke",0,0,0,0,0,0,0,0,4,0,0,0,39,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,5,1,0,0,10,0,1,8,1,1,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,18,18,47,83,0,"Shaw, Luke - MUN",D,0,0,0,,0,0,0,0,10,0,0,0,0,0,0,9,9,0,0,,FA,0,0,,,,,0,0,2,2,1,0
WHU,"Tomkins, James",0,0,0,0,0,0,0,0,2,0,0,0,29,0,0,1,5,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,5,4,1,1,0,6,0,5,8,2,2,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,16,15,41,70.7,0,"Tomkins, James - WHU",D,0,0,0,,0,0,0,0,6,0,0,0,0,0,0,22,22,0,0,,FA,0,0,,,,,0,0,1,1,1,1
LIV,"Clyne, Nathaniel",0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,1,0,0,0,1,1,0,0,1,2,0,1,1,0,0,0,4,1,0,0,0,2,0,2,5,2,2,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,19,16,61,75.4,0,"Clyne, Nathaniel - LIV",D,0,0,0,,0,0,0,0,6,0,0,0,0,0,0,7,7,0,0,,FA,0,0,,,,,0,0,3,3,1,0
SUN,"Johnson, Adam",0,1,1,1,0,3,0,0,0,0,0,0,38,0,0,5,1,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,1,3,2,5,3,0,0,6,0,0,0,0,0,3,3,0,0,0,4,0,0,,4,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,16,16,46,82.6,0,"Johnson, Adam - SUN",M,1,1,1,,0,0,0,0,13,0,0,0,1,1,1,0,20,0,0,,FA,0,0,,,,,0,0,0,0,0,0
BOUR,"Daniels, Charlie",0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,1,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,,0,1,1,0,,,0,3,0,1,90,,0,0,0,0,0,,0,,0,,19,19,60,78.3,0,"Daniels, Charlie - BOUR",D,0,0,0,,0,0,0,0,13,0,0,0,0,0,0,7,7,0,0,,FA,0,0,,,,,0,0,1,1,0,0
MCI,"Navas, Jes�_s",0,0,0,0,0,1,0,0,1,0,0,0,52,0,0,2,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,1,0,0,1,1,4,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,9,9,56,92.9,0,"Navas, Jes�_s - MCI",M,0,0,0,,0,0,0,2,28,0,0,0,2,2,2,0,9,0,0,,FA,0,0,,,,,0,0,1,1,1,0
NEW,"Colback, Jack",0,0,0,0,0,3,0,0,0,0,0,0,47,0,0,2,0,0,0,0,0,1,0,5,2,0,6,0,0,0,0,0,1,1,1,1,8,3,0,4,3,1,1,0,0,0,2,2,0,0,0,2,0,0,,2,,0,1,1,0,,,0,4,0,0,90,,0,0,0,0,0,,0,,0,,10,10,51,92.2,0,"Colback, Jack - NEW",M,0,0,0,,0,0,0,0,13,0,0,0,0,0,0,0,14,0,0,,FA,0,0,,,,,1,0,0,0,0,1
WAT,"Holebas, Josթ",0,0,0,0,0,2,0,0,1,0,0,0,23,0,0,1,5,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,8,5,2,2,5,3,0,3,8,0,0,0,0,0,0,0,0,0,0,2,2,0,,0,,0,1,1,0,,,0,4,0,0,90,,0,0,0,0,0,,0,,0,,26,23,35,65.7,0,"Holebas, Josթ - WAT",D,0,0,0,,0,0,1,0,10,1,0,0,1,1,1,10,10,1,1,,WW,0,0,,,,,1,0,1,1,0,1
AVL,"Gueye, Idrissa",0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,0,5,1,5,11,2,2,0,0,0,4,4,0,0,0,0,0,0,,0,,0,1,1,0,,,0,3,0,0,90,,0,0,0,0,0,,0,,0,,15,14,51,82.4,0,"Gueye, Idrissa - AVL",M,0,0,0,,0,0,0.5,0,10,1,0,0,2,2,2,0,11,1,1,,FA,0,0,,,,,0,0,4,4,1,1
SUN,"Rodwell, Jack",0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,5,4,2,2,0,0,0,0,0,0,0,0,4,0,0,,4,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,12,12,57,82.5,0,"Rodwell, Jack - SUN",M,0,0,0,,0,0,1,0,9,1,0,0,1,1,1,0,20,1,1,,FA,0,0,,,,,0,0,3,3,0,1
CRY,"Ward, Joel",0,0,0,0,0,1,0,0,1,0,0,0,26,0,0,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,6,0,0,2,7,0,2,8,2,2,0,0,0,2,2,0,0,0,1,1,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,16,15,34,76.5,0,"Ward, Joel - CRY",D,0,0,0,,0,0,0,0,12,0,0,0,1,1,1,17,17,0,0,,FA,0,0,,,,,0,0,3,3,1,0
CHE,"Matic, Nemanja",0,0,0,0,0,0,0,0,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,3,8,0,4,5,4,4,0,0,0,0,0,0,0,0,2,0,0,,2,,0,1,1,0,,,0,3,0,0,90,,0,0,0,0,0,,0,,0,,11,11,51,88.2,0,"Matic, Nemanja - CHE",M,0,0,0,,0,0,0,1,11,0,0,0,1,1,1,0,17,0,0,,FA,0,0,,,,,1,0,4,2,0,0
CHE,"Ivanovic, Branislav",0,0,0,0,0,1,0,0,2,0,0,0,25,0,0,0,4,0,0,0,1,2,0,2,0,3,0,0,0,0,0,0,0,0,2,2,3,9,0,1,8,1,1,0,0,0,0,0,0,0,0,2,2,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,16,16,35,71.4,0,"Ivanovic, Branislav - CHE",D,0,0,0,,0,0,0,1,12,0,0,0,3,3,3,17,17,0,0,,FA,0,0,,,,,1,0,2,2,0,0
WHU,"Payet, Dimitri",0,1,1,1,0,1,0,0,1,0,0,0,33,0,0,2,1,1,0,0,0,0,0,3,2,0,4,1,0,1,0,0,0,0,4,4,4,9,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,15,15,41,80.5,0,"Payet, Dimitri - WHU",M,1,1,1,,0,0,0,1,8,0,0,0,1,1,1,0,22,0,0,,FA,0,0,,,,,0,0,2,1,1,0
MCI,"Mangala, Eliaquim",0,0,0,0,0,0,0,0,1,0,0,0,49,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,8,5,0,0,0,3,0,2,5,2,2,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,4,1,0,90,,0,0,0,0,0,,0,,0,,11,8,55,89.1,0,"Mangala, Eliaquim - MCI",D,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,9,9,0,0,,FA,0,0,,,,,0,0,2,2,1,0
STK,"Muniesa, Marc",0,0,0,0,0,0,0,0,3,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,0,1,8,1,1,0,0,0,2,2,0,0,0,1,1,0,,0,,0,1,1,0,,,0,2,1,1,90,,0,0,0,0,0,,0,,0,,13,13,55,85.5,0,"Muniesa, Marc - STK",D,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,8,8,0,0,,FA,0,0,,,,,0,0,5,4,0,0
LEIC,"Albrighton, Marc ",0,2,2,2,0,4,0,0,2,0,0,0,23,0,0,6,0,1,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,0,9,5,0,1,5,1,1,0,0,0,3,3,1,1,1,2,0,0,,2,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,20,20,35,65.7,0,"Albrighton, Marc - LEIC",M,3,3,3,,0,0,0.5,0,11,1,0,0,2,2,2,0,11,1,1,,FA,0,0,,,,,0,0,2,1,1,0
MCI,"Kompany, Vincent",0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,3,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,8,8,64,89.1,0,"Kompany, Vincent - MCI",D,1,1,1,,0,0,1,0,3,1,0,0,1,1,1,9,9,1,1,,FA,0,0,,,,,0,0,0,0,1,0
SOU,"Manթ, Sadio",0,0,0,0,0,0,0,0,3,0,0,0,30,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,0,9,0,1,9,1,1,0,0,0,3,3,0,0,0,2,0,0,,2,,0,1,1,0,,,0,5,0,0,90,,2,2,2,0,0,,0,,0,,21,21,37,81.1,0,"Manթ, Sadio - SOU",M,0,0,0,,0,0,0,1,12,0,0,0,3,3,3,0,9,0,0,,FA,0,0,,,,,1,0,0,0,0,0
TOT,"Walker, Kyle",0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,1,0,0,11,0,0,0,0,0,2,2,0,0,0,1,1,0,,0,,1,1,1,0,,,0,5,0,1,90,,0,0,0,0,0,,0,,0,,23,22,39,66.7,0,"Walker, Kyle - TOT",D,0,0,0,,0,0,1,0,4,1,0,0,1,1,1,10,10,1,1,,FA,0,0,,,,,0,0,8,8,0,0
TOT,"Eriksen, Christian",0,0,0,0,0,2,0,0,0,0,0,0,30,0,0,4,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,5,4,0,0,5,0,0,0,0,0,3,3,0,0,0,1,0,0,,1,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,22,22,43,69.8,0,"Eriksen, Christian - TOT",M,0,0,0,,0,0,0.7,0,12,2,0,0,3,3,3,0,10,2,2,,FA,0,0,,,,,0,0,2,2,0,0
WAT,"Deeney, Troy",0,1,1,1,0,0,0,0,10,0,0,0,23,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,1,0,15,0,4,9,1,1,0,0,0,1,1,0,0,0,2,0,2,,0,,0,1,1,0,,,0,0,0,0,90,,1,1,1,0,0,,0,,0,,19,19,36,63.9,0,"Deeney, Troy - WAT",F,1,1,1,,0,0,0.3,2,9,1,0,0,3,3,3,0,10,1,1,,FA,0,0,,,,,1,0,0,0,0,1
